product link-href,product name,Description,Price,Vendor,Vendor Turnover,Vendor Expertise,Specification,Product image-src
https://www.udyogmitr.com/product/galista-safety-prodducts-xpert,"GALISTA,Safety Prodducts- XPERT",We are a trusted name in manufacturing PU molded safety shoes-light weight which are provided in the different models.Our safety footwear is given sophisticted design with its upper part having buff leather of superrior quality and having tear strength. They come with directly molded PU sole with anti skid design manufactured with best quality of PU chemicals.They are moderate chemical resistors but excellent abrasion resistors.They have moderate penetration resistance and are excellent oil resistors.,As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 5-12, UPPER: 100% GENUINE LEATHER IN BARTON PRINT, VAMP: HIGHLY ABRASION RESISTANT FABRIC LINING, LINING: SOFT, BREATHABLE AND ABSORBENT MESH LINING WITH ANTI-MICROBIAL TREATMENT, SOLE: : DOUBLE DENSITYPU SOLE FOR ENHACED COMFORT,DURABILITY & SAFETY:CLEATED OUT SOLE WITH WIDE CLEATS FOR HIGHER GRIP AND SELF CLEANING EFFECT  OIL/ACID RESISTANT,ANTI SLIP AND SHOCKABSORBING PROPERTIES, COL.: BLACK",https://www.udyogmitr.com/image/202401151604_411.JPG
https://www.udyogmitr.com/product/galista-safety-prodducts-stone,"GALISTA,Safety Prodducts- STONE",We are a trusted name in manufacturing PU molded safety shoes-light weight which are provided in the different models.Our safety footwear is given sophisticted design with its upper part having buff leather of superrior quality and having tear strength. They come with directly molded PU sole with anti skid design manufactured with best quality of PU chemicals.They are moderate chemical resistors but excellent abrasion resistors.They have moderate penetration resistance and are excellent oil resistors.,As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 5-12, UPPER: 100% GENUINE SUEDLEATHER, VAMP: HIGHLY ABRASION RESISTANT FABRIC LINING, LINING: OFT, BREATHABLE AND ABSORBENT MESHLINING WITH ANTI-MICROBIAL TREATMENT, TOE CAP: EN CERTIFIED,IMPORTED,POWDER COATED ALLOY STEEL TOE CAP WITH 200 JOULESIMPACT RESISTANT., SOLE: : PU SOLEFOR ENHANCED COMFORT, DURABILITY  & SAFETY:CLEATED OUT SOLE WITH WIDE CLEATS FORHIGHER GRIP AND SELF CLEANING EFFECT  OIL/ACID RESISTANT,ANTI SLIP AND SHOCK ABSORBING PROPERTIES, STRENGTH: MAX 120'C FOR 1 MINUTE EXPOSURE, COL.: TAN",https://www.udyogmitr.com/image/202401151520_9698.JPG
https://www.udyogmitr.com/product/galista-safety-prodducts-comfort,"GALISTA,Safety Prodducts- COMFORT",We are a trusted name in manufacturing PU molded safety shoes-light weight which are provided in the different models.Our safety footwear is given sophisticted design with its upper part having buff leather of superrior quality and having tear strength. They come with directly molded PU sole with anti skid design manufactured with best quality of PU chemicals.They are moderate chemical resistors but excellent abrasion resistors.They have moderate penetration resistance and are excellent oil resistors.,As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 5-12, UPPER: 100% GENUINE LATHER IN ALBAMA PRINT, VAMP: HIGHLY ABRASION RESISTANT FABRIC LINING, LINING: SOFT, BREATHABLE AND ABSORBENT MESH LINING WITH ANTI-MICROBIAL TREATMENT, TOE CAP: EN CERTIFIED,IMPORTED,POWDER COATEDALLOY STEEL TOE CAP WITH 200 JOULESIMPACT RESISTANT., SOLE: : PU SOLEFOR ENHANCED COMFORT, DURABILITY  & SAFETY :CLEATED OUT SOLE WITH WIDE CLEATS FOR HIGHER GRIP AND SELF CLEANING EFFECT OIL/ACID RESISTANT,ANTI SLIP AND SHOCK ABSORBING PROPERTIES, COL.: BLACK",https://www.udyogmitr.com/image/202401151432_7506.JPG
https://www.udyogmitr.com/product/galista-safety-prodducts-apollo,"GALISTA,Safety Prodducts- APOLLO",We are a trusted name in manufacturing PU molded safety shoes-light weight which are provided in the different models.Our safety footwear is given sophisticted design with its upper part having buff leather of superrior quality and having tear strength. They come with directly molded PU sole with anti skid design manufactured with best quality of PU chemicals.They are moderate chemical resistors but excellent abrasion resistors.They have moderate penetration resistance and are excellent oil resistors.,As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 5-12, UPPER: 100% GENUINE LATHER IN ALBAMA PRINT, VAMP: HIGHLY ABRASION RESISTANT FABRIC LINING, LINING: SOFT, BREATHABLE AND ABSORBENT MESH LINING WITH ANTI-MICROBIAL TREATMENT, TOE CAP: EN CERTIFIED,IMPORTED,POWDER COATEDALLOY STEEL TOE CAP WITH 200 JOULESIMPACT RESISTANT., SOLE: PU SOLEFOR ENHANCED COMFORT, DURABILITY  & SAFETY :CLEATED OUT SOLE WITH WIDE CLEATS FOR HIGHER GRIP AND SELF CLEANING EFFECT OIL/ACID RESISTANT,ANTI SLIP AND SHOCK ABSORBING PROPERTIES, STRENGTH: MAX 120'C FOR 1 MINUTE EXPOSURE, COL.: BLACK",https://www.udyogmitr.com/image/202401151406_6707.JPG
https://www.udyogmitr.com/product/galista-safety-prodducts-force,"GALISTA,Safety Prodducts- FORCE",We are a trusted name in manufacturing PU molded safety shoes-light weight which are provided in the different models.Our safety footwear is given sophisticted design with its upper part having buff leather of superrior quality and having tear strength. They come with directly molded PU sole with anti skid design manufactured with best quality of PU chemicals.They are moderate chemical resistors but excellent abrasion resistors.They have moderate penetration resistance and are excellent oil resistors.,As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 5-12, UPPER: 100% GENUINE LEATHER IN BARTON PRINT, VAMP: HIGHLY ABRASION RESISTANT FABRIC LINING, LINING: SOFT, BREATHABLE AND ABSORBENT MESHLINING WITH ANTI-MICROBIAL TREATMENT, TOE CAP: EN CERTIFIED,IMPORTED,POWDER COATEDALLOY STEEL TOE CAP WITH 200 JOULESIMPACT RESISTANT., SOLE: PU SOLEFOR ENHANCED COMFORT, DURABILITY & SAFETY:CLEATED OUT SOLE WITH WIDE CLEATS FOR HIGHER GRIP AND SELF CLEANING EFFECT OIL/ACID RESISTANT,ANTI SLIP AND SHOCK ABSORBING PROPERTIES, SOLE: : PU SOLEFOR ENHANCED COMFORT, DURABILITY  & SAFETY:CLEATED OUT SOLE WITH WIDE CLEATS FOR HIGHER GRIP AND SELF CLEANING EFFECTOIL/ACID RESISTANT,ANTI SLIP AND SHOCKABSORBING PROPERTIES, STRENGTH: MAX 120'C FOR 1 MINUTE EXPOSURE, COL.: BLACK",https://www.udyogmitr.com/image/202401151345_9315.JPG
https://www.udyogmitr.com/product/galista-safety-prodducts-rockstrong,"GALISTA,Safety Prodducts- ROCKSTRONG",We are a trusted name in manufacturing PU molded safety shoes-light weight which are provided in the different models.Our safety footwear is given sophisticted design with its upper part having buff leather of superrior quality and having tear strength. They come with directly molded PU sole with anti skid design manufactured with best quality of PU chemicals.They are moderate chemical resistors but excellent abrasion resistors.They have moderate penetration resistance and are excellent oil resistors.,As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 5-12, UPPER: 100% GENUINE LEATHER IN BARTON PRINT, VAMP: HIGHLY ABRASION RESISTANT FABRIC LINING, LINING: SOFT, BREATHABLE AND ABSORBENT MESH LINING WITH ANTI-MICROBIAL TREATMENT, TOE CAP: EN CERTIFIED,IMPORTED,POWDER COATED ALLOY STEEL TOE CAP WITH 200 JOULES IMPACT RESISTANT., SOLE: : PU SOLEFOR ENHANCED COMFORT, DURABILITY& SAFETYCLEATED OUT SOLE WITH WIDE CLEATS FORHIGHER GRIP AND SELF CLEANING EFFECT  OIL/ACID RESISTANT,ANTI SLIP AND SHOCKABSORBING PROPERTIES, COL.: BLACK",https://www.udyogmitr.com/image/202401151253_9168.JPG
https://www.udyogmitr.com/product/galista-safety-products-pvc-shoes-thunder,"GALISTA,Safety Products PVC Shoes-THUNDER","Galista range offers a tough,durable and much light wight PVC Safety Shoes ensuring optimum comfort,durability and protection in some of the toughest conditions.Our PVC safety shoes comes in Buff Leather of Superior Quality with thickness of 1.8-2.0 mm and having very high Tear Strength. They come with directly Molded PVC sole with Anti Skid Design, resistant to Oil, Acids and Alkali. They are electric shock proof and resistant Upto 120'C.They have Steel top Cop Resistant to Rust and Energy Impact of 140 Joules as per ISI standards.",As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 6-11, UPPER: 100% SYNIHETIC LEATHER IN ALBMA PRINTTHICKNESS 1.8mm-2.0mm & SOFT COMFORT, TOE CAP: STEEL TOE CAP(140JEN-12568:2010) MARKED.ITIS MADE FROM HI-CARBRON STEEL& HEATED,POWDER COATED FOR PERAMAENT STRENGTH & ANTI CORROSIVE PROPERTIES., STRENGTH: MAX 120'FOR 1 MINUTE EXPOSURE, : MADE UP OF FULLY MOULDED DIRECTINJECTED POLY VINYL CHLORIDE (PVC) HAVING ANTI SLIP (SRC) ANTI ABRASIVE &RESISTANCE TO MILD ACID ALKALIES,FUEL OIL AND NAIL PENETRATION., COLOUR: BLACK/GREY",https://www.udyogmitr.com/image/202401151203_9792.JPG
https://www.udyogmitr.com/product/galista-safety-products-pvc-shoes-trident,"GALISTA,Safety Products PVC Shoes-TRIDENT","Galista range offers a tough,durable and much light wight PVC Safety Shoes ensuring optimum comfort,durability and protection in some of the toughest conditions.Our PVC safety shoes comes in Buff Leather of Superior Quality with thickness of 1.8-2.0 mm and having very high Tear Strength. They come with directly Molded PVC sole with Anti Skid Design, resistant to Oil, Acids and Alkali. They are electric shock proof and resistant Upto 120'C.They have Steel top Cop Resistant to Rust and Energy Impact of 140 Joules as per ISI standards. Low ankle light weight & doubble density sole, Super soft insole for extra comfort",As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"UPPER: 100% SYNIHETIC LEATHER IN ALBMA PRINT THICKNESS 1.8mm-2.0mm & SOFT COMFORT, : STEEL TOE CAP(140JEN-12568:2010MARKED.ITIS MADE FROM HI-CARBRON STEEL& HEATED,POWDER COATED FOR PERAMAESTRENGTH & ANTI CORROSIVE PROPERTIES., SOLE: MADE UP OF FULLY MOULDED DIRECINJECTED POLY VINYL CHLORIDE (PVC)HAVING ANTI SLIP (SRC) ANTI ABRASIVE & RESISTANCE TO MILD ACID ALKALIES,FUELOIL AND NAIL PENETRATION., STRENGTH: MAX 120'FOR 1 MINUTE EXPOSURE, SIZE: 6-11",https://www.udyogmitr.com/image/202401151146_1532.JPG
https://www.udyogmitr.com/product/galista-safety-products-pvc-shoes-hardwork,"GALISTA,Safety Products PVC Shoes-HARDWORK","Galista range offers a tough,durable and much light wight PVC Safety Shoes ensuring optimum comfort,durability and protection in some of the toughest conditions.Our PVC safety shoes comes in Buff Leather of Superior Quality with thickness of 1.8-2.0 mm and having very high Tear Strength. They come with directly Molded PVC sole with Anti Skid Design, resistant to Oil, Acids and Alkali. They are electric shock proof and resistant Upto 120'C.They have Steel top Cop Resistant to Rust and Energy Impact of 140 Joules as per ISI standards.",As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 6-11, UPPER: 100% SYNIHETIC LEATHER INBARTON PRINTTHICKNESS 1.8mm-2.0mm & SOFT COMFORT, LINING: SOFT,BREATHABLE AND ABSORBENT MESHLINING WITH ANTI-MICROBIAL TREATMENT, TOE CAP: STEEL TOE CAP(140JEN-12568:2010) MARKED.ITIS MADE FROM HI-CARBRON STEEL& HEATED,POWDER COATED FOR PERAMAENT STRENGTH & ANTI CORROSIVE PROPERTIES., SOLE: MADE UP OF FULLY MOULDED DIRECTINJECTED POLY VINYL CHLORIDE (PVC)HAVING ANTI SLIP (SRC) ANTI ABRASIVE & RESISTANCE TO MILD ACID ALKALIES,FUEL OIL AND NAIL PENETRATION., STRENGTH: MAX 120'FOR 1 MINUTE EXPOSURE, COLOUR: BROWN",https://www.udyogmitr.com/image/202401151124_9247.JPG
https://www.udyogmitr.com/product/galista-safety-products-pvc-shoes-panther,"GALISTA,Safety Products PVC Shoes-PANTHER","Galista range offers a tough,durable and much light wight PVC Safety Shoes ensuring optimum comfort,durability and protection in some of the toughest conditions.Our PVC safety shoes comes in Buff Leather of Superior Quality with thickness of 1.8-2.0 mm and having very high Tear Strength. They come with directly Molded PVC sole with Anti Skid Design, resistant to Oil, Acids and Alkali. They are electric shock proof and resistant Upto 120'C.They have Steel top Cop Resistant to Rust and Energy Impact of 140 Joules as per ISI standards.",As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 5-12, UPPER: 100% SYNIHETIC LEATHER IN ALBAMA PRINT, LINING: SOFT,BREATHABLE AND ABSORBENT MESHLINING WITH ANTI-MICROBIAL TREATMENT, TOE CAP: TOE CAP : IMPORTED,POWDER COATED ALLOY TOE CAP WITH 140 JOULESIMPACTRESISTANT, SOLE: * SINGLE DENSITY PVC SOLE FOR ENHANCEDCOMFORT, DURABILITY& SAFETY * CLEATED OUT SOLE WITH WIDE CLEATS FORHIGHER GRIP AND SELF CLEANING EFFECT *OIL/ACID RESISTANT,ANTI SLIP AND SHOCK ABSORBING PROPERTIES, STRENGTH: MAX 120'FOR 1 MINUTE EXPOSURE, COLOUR: BLACK",https://www.udyogmitr.com/image/202401151029_3194.JPG
https://www.udyogmitr.com/product/galista-safety-products-pvc-shoes-tiger,"GALISTA,Safety Products PVC Shoes-TIGER","Galista range offers a tough,durable and much light wight PVC Safety Shoes ensuring optimum comfort,durability and protection in some of the toughest conditions.Our PVC safety shoes comes in Buff Leather of Superior Quality with thickness of 1.8-2.0 mm and having very high Tear Strength. They come with directly Molded PVC sole with Anti Skid Design, resistant to Oil,  Acids and Alkali. They are electric shock proof and resistant Upto 120'C.They have Steel top Cop Resistant to Rust and Energy Impact of 140 Joules as per ISI standards",As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 5-12, UPPER: 100% SYNIHETIC LEATHER IN ALBAMA PRINT, LINING: SOFT,BREATHABLE AND ABSORBENT MESHLINING WITH ANTI-MICROBIAL TREATMENT, TOE CAP: IMPORTED,POWDER COATED ALLOY TOE CAP WITH 140 JOULESIMPACTRESISTANT, SOLE: * SINGLE DENSITY PVC SOLE FOR ENANCEDCOMFORT, DURABILITY& SAFETY * CLEATED OUT SOLE WITH WIDE CLEATS FORHIGHER GRIP AND SELF CLEANING EFFECT *OIL/ACID RESISTANT,ANTI SLIP AND SHOCKABSORBING PROPERTIES, STRENGTH: MAX 120'FOR 1 MINUTE EXPOSURE, COLOUR: BLACK",https://www.udyogmitr.com/image/202401150948_5948.JPG
https://www.udyogmitr.com/product/galista-safety-products-pvc-shoes-lion,"GALISTA,Safety Products PVC Shoes-LION","Galista range offers a tough,durable and much light wight PVC Safety Shoes ensuring optimum comfort,durability and protection in some of the toughest conditions.Our PVC safety shoes comes in Buff Leather of Superior Quality with thickness of 1.8-2.0 mm and having very high Tear Strength. They come with directly Molded PVC sole with Anti Skid Design, resistant to Oil, Acids and Alkali. They are electric shock proof and resistant Upto 120'C.They have Steel top Cop Resistant to Rust and Energy Impact of 140 Joules as per ISI standards.",As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"SIZE: 6-11, UPPER: 100% SYNTHETIC LEATHER IN BATON PRINT, LINING: SOFT,BREATHABLE AND ABSORBENT MESH LINING WITH ANTI- MICROBIAL TREATMENT, TOE CAP: IMPORTED POWDER COATED ALLOY TOE CAP WITH 140 JOULESIMPACT RESISTANT, SOLE: 1. SINGLE DENSITY PVC SOLE FOR ENHANCEDCOMFORT,DURABILITY & SAFETY 2.CLEATEDD OUT SOLE WITH WIDE CLEATS FOR HIGHER GRIP AND SELF CLEANING EFFECT3.OIL /ACID RESISTANT ANTI SLIP AND SHOCK ABSORBING PROPERTIES, STRENGTH: MAX 120'FOR 1 MINUTE EXPOSURE, COLOUR: BLACK",https://www.udyogmitr.com/image/202401131557_5327.JPG
https://www.udyogmitr.com/product/galista-safety-products-pvc-shoes-hycross,"GALISTA,Safety Products PVC Shoes-HYCROSS","Galista range offers a tough,durable and much light wight PVC Safety Shoes ensuring optimum comfort,durability and protection in some of the toughest conditions.Our PVC safety shoes comes in Buff Leather of Superior Quality with thickness of 1.8-2.0 mm and having very high Tear Strength. They come with directly Molded PVC sole with Anti Skid Design, resistant to Oil, Acids and Alkali. They are electric shock proof and resistant Upto 120'C.They have Steel top Cop Resistant to Rust and Energy Impact of 140 Joules as per ISI standards.",As per Requirement,Mahavir Safety Products, Rs 2 Crore, Personal Protective Equipment and Fire Fighting Equipments,"UPPER: 100% SYNTHETIC LEATHER IN SUEDE PRINT, LINING: SOFT,BREATHABLE AND ABSORBENT MESH LINING WITH ANTI- MICROBIAL TREATMENT, TOE CAP: NON METALLIC AND IMPACT RESISTANT TOE CAP, SOLE: 1. SINGLE DENSITY PVC SOLE FOR ENHANCED COMFORT,DURABILITY & SAFETY2.CLEATEDD OUT SOLE WITH WIDE CLEATS FOR HIGHER GRIP AND SELF CLEANING EFFECT 3.OIL /ACID RESISTANT ANTI SLIP AND SHOCK ABSORBING PROPERTIES, STRENGTH: MAX 120'FOR 1 MINUTE EXPOSURE, COLOUR: BROWN, SIZE: 6-11",https://www.udyogmitr.com/image/202401131539_9488.JPG
